Station,Trafic,Part du trafic de la station par rapport à toute la ligne,moyenne_NB_VALD_hebdo_période_jo_2022_dans_toute_la_station,moyenne_NB_VALD_hebdo_période_jo_2022_par_ligne,moyenne_NB_VALD_hebdo_période_jo_2022_par_ligne_par_direction,nb_correspondance,Correspondance_1,Correspondance_2,Correspondance_3,Correspondance_4,Correspondance_5,nombre_validations_totales_pour_la_ligne,fréquentation_totale_ligne,00:00-01:00,01:00-02:00,02:00-03:00,03:00-04:00,04:00-05:00,05:00-06:00,06:00-07:00,07:00-08:00,08:00-09:00,09:00-10:00,10:00-11:00,11:00-12:00,12:00-13:00,13:00-14:00,14:00-15:00,15:00-16:00,16:00-17:00,17:00-18:00,18:00-19:00,19:00-20:00,20:00-21:00,21:00-22:00,22:00-23:00,23:00-00:00,Rang
stalingrad,1641527.6666666667,0.02890517756447867,1215.750303030303,405.250101010101,202.6250505050505,3,2,5,7,nan,nan,19869.740198164607,56790091.08333333,6.41,2.27,0.14,0.02,0.05,4.36,8.85,16.81,24.29,24.06,24.59,26.77,30.87,32.61,33.480000000000004,37.53,43.84,45.68,42.28,34.0,23.47,16.56,11.79,9.27,36
charles de gaulle-etoile,1430554.3333333333,0.025190210229354082,8118.102478295982,2706.034159431994,1353.017079715997,3,1,2,6,nan,nan,19869.740198164607,56790091.08333333,0.7,0.02,0.0,0.0,0.060000000000000005,2.8899999999999997,10.34,16.49,13.120000000000001,12.57,13.68,16.64,20.38,23.85,26.95,32.4,49.55,69.36,67.0,53.03,37.28,21.659999999999997,10.64,1.4,47
pere lachaise,1732653.5,0.030509785544409817,1060.9214501510573,530.4607250755287,265.23036253776434,2,2,3,nan,nan,nan,19869.740198164607,56790091.08333333,5.79,2.21,0.14,0.0,0.0,6.71,10.64,16.96,28.28,26.42,24.450000000000003,28.14,31.84,32.08,33.17,37.44,40.99,45.33,40.69,31.68,21.57,14.21,11.69,9.52,81
couronnes,2151515.0,0.03788539442282077,642.9666262135922,642.9666262135922,321.4833131067961,1,2,nan,nan,nan,nan,19869.740198164607,56790091.08333333,8.23,3.63,0.14,0.0,0.02,4.95,10.35,18.5,27.59,26.46,24.09,26.97,30.1,34.05,34.480000000000004,36.28,36.800000000000004,40.28,39.41,34.44,22.25,15.48,13.25,12.27,166
porte dauphine,2021656.0,0.035598745510610964,644.9362864077669,644.9362864077669,322.46814320388347,1,2,nan,nan,nan,nan,19869.740198164607,56790091.08333333,6.29,2.33,0.1,0.08,0.28,2.7199999999999998,4.3,10.709999999999999,18.87,21.54,22.23,27.509999999999998,33.05,30.990000000000002,29.04,36.3,42.72,55.57,48.21,37.92,29.84,16.46,12.74,10.23,177
rome,1696331.0,0.029870193331981407,531.0309466019418,531.0309466019418,265.5154733009709,1,2,nan,nan,nan,nan,19869.740198164607,56790091.08333333,7.3,1.95,0.09,0.01,0.15000000000000002,1.73,4.36,11.84,27.88,28.009999999999998,26.15,29.84,34.92,30.83,33.87,36.2,39.44,40.94,39.3,35.91,22.98,15.719999999999999,15.7,14.91,211
victor hugo,2801041.0,0.04932270659488421,830.7911353976928,830.7911353976928,415.3955676988464,1,2,nan,nan,nan,nan,19869.740198164607,56790091.08333333,7.130000000000001,1.4300000000000002,0.03,0.0,0.0,2.01,3.4699999999999998,8.66,21.72,23.29,23.47,26.21,33.3,32.56,33.19,39.099999999999994,43.64,48.86,48.08,43.57,22.990000000000002,12.69,12.26,12.33,123
alexandre dumas,2476608.0,0.043609861381730224,776.4764492753624,776.4764492753624,388.2382246376812,1,2,nan,nan,nan,nan,19869.740198164607,56790091.08333333,6.21,2.27,0.09,0.0,0.0,3.21,7.42,17.03,32.36,28.75,25.07,27.21,32.31,32.63,34.49,36.13,39.34,43.01,39.28,33.3,22.87,14.42,12.510000000000002,10.12,137
nation,1512699.25,0.026636675890874643,1605.467995169082,401.3669987922705,200.68349939613526,4,1,2,6,9.0,nan,19869.740198164607,56790091.08333333,15.32,3.51,0.3,0.04,0.35,9.99,12.07,27.31,55.11,46.58,43.21,53.22,62.04,61.6,66.01,73.3,78.47,90.17,88.67,79.27,49.96,33.56,27.09,22.849999999999998,20
barbes-rochechouart,2695469.5,0.047463729122122544,1727.183525136281,863.5917625681406,431.7958812840703,2,2,4,nan,nan,nan,19869.740198164607,56790091.08333333,5.359999999999999,2.1,0.07,0.0,0.0,2.29,4.46,10.370000000000001,19.1,21.12,22.96,30.07,36.46,39.61,39.36,39.84,43.35,45.75,44.03,37.7,22.18,14.09,11.06,8.63,26
villiers,1793188.0,0.03157571973900676,1167.4323832625835,583.7161916312917,291.85809581564587,2,2,3,nan,nan,nan,19869.740198164607,56790091.08333333,6.53,1.88,0.1,0.01,0.01,1.46,3.4000000000000004,9.91,25.03,25.740000000000002,22.44,27.080000000000002,34.42,32.76,33.27,37.39,40.1,43.72,45.97,42.67,26.71,14.649999999999999,12.93,11.77,72
pigalle,1750915.5,0.030831355727722297,1056.782898726501,528.3914493632504,264.1957246816252,2,2,12,nan,nan,nan,19869.740198164607,56790091.08333333,19.27,8.09,0.09,0.0,0.0,4.630000000000001,6.68,10.879999999999999,21.03,20.56,17.25,19.77,24.12,25.73,28.77,34.97,37.660000000000004,39.980000000000004,40.120000000000005,36.95,26.15,21.85,28.689999999999998,26.75,77
anvers,3420749.0,0.06023496238068046,930.7633495145631,930.7633495145631,465.38167475728153,1,2,nan,nan,nan,nan,19869.740198164607,56790091.08333333,10.190000000000001,3.06,0.02,0.0,0.02,1.6,3.44,9.07,20.61,19.25,16.45,21.6,29.65,29.68,32.12,40.04,44.94,48.6,42.74,37.55,24.2,19.35,25.98,19.82,85
ternes,2292256.0,0.04036366127035017,749.418336369156,749.418336369156,374.709168184578,1,2,nan,nan,nan,nan,19869.740198164607,56790091.08333333,6.720000000000001,1.92,0.08,0.01,0.01,1.3599999999999999,3.23,8.58,18.47,20.490000000000002,21.3,27.3,32.75,32.62,34.339999999999996,40.47,42.96,46.53,48.19,45.57,24.19,13.65,14.27,14.99,149
courcelles,1583429.0,0.02788213524215851,539.8034083992696,539.8034083992696,269.9017041996348,1,2,nan,nan,nan,nan,19869.740198164607,56790091.08333333,4.81,1.88,0.08,0.0,0.0,1.87,4.29,10.48,22.27,22.13,22.11,27.45,34.07,29.77,30.74,37.06,43.75,53.72,52.95,45.88,25.35,11.32,9.7,8.309999999999999,224
funiculaire,1528671.0,0.02691791773598039,456.30132850241546,456.30132850241546,228.15066425120773,1,2,nan,nan,nan,nan,19869.740198164607,56790091.08333333,5.63,1.22,,0.0,,0.35,3.73,6.53,8.72,13.9,22.75,27.79,31.09,32.0,36.9,42.42,45.26,47.08,42.86,37.92,31.95,27.11,20.99,13.78,232
