Station,Trafic,Part du trafic de la station par rapport à toute la ligne,moyenne_NB_VALD_hebdo_période_jo_2022_dans_toute_la_station,moyenne_NB_VALD_hebdo_période_jo_2022_par_ligne,moyenne_NB_VALD_hebdo_période_jo_2022_par_ligne_par_direction,nb_correspondance,Correspondance_1,Correspondance_2,Correspondance_3,Correspondance_4,Correspondance_5,nombre_validations_totales_pour_la_ligne,fréquentation_totale_ligne,00:00-01:00,01:00-02:00,02:00-03:00,03:00-04:00,04:00-05:00,05:00-06:00,06:00-07:00,07:00-08:00,08:00-09:00,09:00-10:00,10:00-11:00,11:00-12:00,12:00-13:00,13:00-14:00,14:00-15:00,15:00-16:00,16:00-17:00,17:00-18:00,18:00-19:00,19:00-20:00,20:00-21:00,21:00-22:00,22:00-23:00,23:00-00:00,Rang
miromesnil,1823627.5,0.02196098966957546,1301.8587878787878,650.9293939393939,325.46469696969694,2,9,13,nan,nan,nan,27942.80280397709,83039404.3,8.08,2.75,0.05,0.01,0.05,1.5,4.3,9.05,13.77,15.64,15.96,21.68,29.35,26.47,30.14,37.129999999999995,44.97,60.25,65.41,47.45,26.32,13.69,14.06,11.9,69
invalides,1741040.0,0.020966431716081084,841.3862180188858,420.6931090094429,210.34655450472144,2,8,13,nan,nan,nan,27942.80280397709,83039404.3,3.55,0.53,0.1,0.14,0.6,5.12,5.02,6.66,10.32,12.79,11.55,17.54,22.2,22.89,26.61,33.91,49.42,66.74,72.48,50.65,31.41,21.619999999999997,16.52,11.57,79
saint-denis-porte de paris,3355836.0,0.04041257314270016,985.0685679611651,985.0685679611651,492.53428398058253,1,13,nan,nan,nan,nan,27942.80280397709,83039404.3,8.48,1.52,0.04,0.0,0.0,9.29,23.15,41.43,39.73,31.700000000000003,26.39,25.509999999999998,25.5,27.1,27.63,28.87,30.52,33.91,31.240000000000002,24.23,17.59,13.11,14.469999999999999,18.6,91
duroc,1322532.0,0.015926559338287547,797.289872650091,398.6449363250455,199.32246816252274,2,10,13,nan,nan,nan,27942.80280397709,83039404.3,7.76,2.37,0.1,0.0,0.01,1.1600000000000001,3.54,12.57,22.14,22.03,20.54,24.15,30.66,28.93,32.43,37.32,44.43,48.21,48.629999999999995,44.519999999999996,27.119999999999997,16.09,13.55,11.719999999999999,130
gaite,1644148.0,0.019799612170387403,525.6761329305136,525.6761329305136,262.8380664652568,1,13,nan,nan,nan,nan,27942.80280397709,83039404.3,13.059999999999999,3.69,0.11000000000000001,0.0,0.0,1.3399999999999999,4.16,12.42,26.86,23.1,18.26,20.79,24.060000000000002,25.47,30.28,36.72,38.71,42.84,43.2,37.97,26.64,20.89,23.68,25.8,216
brochant,1543298.0,0.018585128506274702,475.70151975683893,475.70151975683893,237.85075987841947,1,13,nan,nan,nan,nan,27942.80280397709,83039404.3,7.15,2.0700000000000003,0.12,0.0,0.0,3.35,9.95,19.32,34.8,33.07,26.880000000000003,28.47,31.02,31.26,32.72,33.82,33.76,36.88,36.69,34.81,23.23,14.73,13.57,12.38,229
saint-francois-xavier,1213378.0,0.014612074956804574,389.125,389.125,194.5625,1,13,nan,nan,nan,nan,27942.80280397709,83039404.3,5.9799999999999995,2.02,0.1,0.0,,1.4100000000000001,3.63,9.39,21.96,21.330000000000002,20.79,25.03,37.02,29.66,32.1,38.29,46.82,58.34,50.45,39.15,23.25,12.55,11.01,9.73,261
liege,1143956.0,0.01377606221580277,360.36764705882354,360.36764705882354,180.18382352941177,1,13,nan,nan,nan,nan,27942.80280397709,83039404.3,6.09,2.4,0.04,0.0,0.0,1.54,6.39,11.08,25.99,27.35,25.459999999999997,28.91,32.4,27.75,30.1,33.5,39.370000000000005,48.44,48.629999999999995,39.82,22.53,13.76,16.08,12.35,269
basilique de saint-denis,3991395.0,0.04806627689163228,348.5495923913044,348.5495923913044,174.2747961956522,1,13,nan,nan,nan,nan,27942.80280397709,83039404.3,1.98,0.3,0.05,0.04,0.73,5.35,9.399999999999999,31.380000000000003,58.45,36.94,28.91,30.95,29.1,29.11,33.36,34.14,36.42,39.92,33.92,25.82,14.12,8.43,6.61,4.609999999999999,54
plaisance,3521753.0,0.042410624566583024,1134.947463768116,1134.947463768116,567.473731884058,1,13,nan,nan,nan,nan,27942.80280397709,83039404.3,4.13,1.31,0.03,0.0,0.0,5.8,10.04,22.39,38.5,32.730000000000004,27.240000000000002,29.39,30.61,31.63,33.21,34.61,37.11,39.72,38.269999999999996,32.66,22.15,12.530000000000001,8.94,7.01,76
malakoff-plateau de vanves,2242320.0,0.02700308388411693,773.7382103990326,773.7382103990326,386.8691051995163,1,13,nan,nan,nan,nan,27942.80280397709,83039404.3,2.93,1.02,0.09,0.0,0.0,3.69,9.44,21.46,41.12,34.66,30.16,30.81,32.71,33.02,34.33,35.59,34.75,39.62,41.65,31.21,18.21,9.74,7.869999999999999,5.92,155
guy moquet,2205313.0,0.02655742798964178,894.2407519708914,894.2407519708914,447.1203759854457,1,13,nan,nan,nan,nan,27942.80280397709,83039404.3,5.08,2.09,0.06,0.0,0.0,2.9,8.39,19.1,37.29,35.68,28.84,31.2,32.93,33.07,33.44,34.54,35.67,37.81,36.78,33.77,20.830000000000002,12.24,9.86,8.41,158
champs-elysees-clemenceau,954502.5,0.01149457306499488,636.1674757281553,318.08373786407765,159.04186893203882,2,1,13,nan,nan,nan,27942.80280397709,83039404.3,15.469999999999999,5.89,0.09,0.0,0.02,3.31,4.93,4.65,5.4,6.78,7.62,12.98,19.48,20.09,24.47,34.39,47.75,62.33,67.17999999999999,52.39,31.77,25.55,24.32,23.1,187
les agnettes,1890356.0,0.022764566002552597,610.8747720364742,610.8747720364742,305.4373860182371,1,13,nan,nan,nan,nan,27942.80280397709,83039404.3,2.65,0.77,0.04,0.0,0.0,9.27,18.41,34.29,49.12,37.33,28.94,30.07,30.509999999999998,31.25,31.45,32.0,33.13,34.57,31.37,25.58,17.1,10.05,7.16,5.0,189
la fourche,1829271.0,0.022028951380615818,550.6411192214111,550.6411192214111,275.3205596107056,1,13,nan,nan,nan,nan,27942.80280397709,83039404.3,7.98,3.66,0.13,0.0,0.0,3.29,8.11,16.52,31.779999999999998,29.03,24.92,27.97,31.09,30.92,31.75,33.81,36.3,40.81,40.02,37.61,24.240000000000002,15.98,12.67,11.379999999999999,198
varenne,782697.0,0.009425609523550014,270.4706948640483,270.4706948640483,135.23534743202416,1,13,nan,nan,nan,nan,27942.80280397709,83039404.3,6.08,2.24,0.09,0.0,0.0,1.05,3.29,8.41,12.98,15.14,13.36,19.62,30.96,29.72,32.94,39.96,55.5,69.74,68.24,34.46,17.61,11.87,10.16,16.57,290
saint-lazare,6625676.8,0.0797895511878088,18616.056763285025,3723.211352657005,1861.6056763285026,5,3,9,12,13.0,14.0,27942.80280397709,83039404.3,8.620000000000001,0.1,0.01,0.01,0.12,3.15,9.6,20.07,20.19,15.33,13.56,16.27,20.32,22.21,23.72,29.05,39.08,57.36,63.81,51.34,34.47,21.65,16.09,13.86,2
chatillon-montrouge,5034012.0,0.060621966672754664,1543.318236714976,1543.318236714976,771.659118357488,1,13,nan,nan,nan,nan,27942.80280397709,83039404.3,2.28,0.61,0.02,0.0,0.0,4.92,12.21,27.89,48.67,35.43,28.29,29.24,29.34,30.54,32.19,32.62,34.96,41.77,41.56,29.17,16.87,9.27,6.52,5.609999999999999,35
mairie de saint-ouen,2415405.0,0.02908745577309013,846.1243811881188,423.0621905940594,211.5310952970297,2,13,14,nan,nan,nan,27942.80280397709,83039404.3,7.75,2.71,0.19,0.01,0.01,11.459999999999999,26.18,51.14,66.81,59.44,52.230000000000004,54.09,58.3,60.43,62.26,67.36,77.62,93.8,89.63,63.45,40.8,24.3,16.35,13.66,39
mairie de clichy,4043071.0,0.0486885838606624,1265.3771983020013,1265.3771983020013,632.6885991510006,1,13,nan,nan,nan,nan,27942.80280397709,83039404.3,4.17,1.09,0.07,0.0,0.0,5.84,11.53,23.97,35.56,32.76,27.43,29.61,30.939999999999998,30.869999999999997,32.71,34.0,36.53,42.29,40.65,32.62,19.96,11.99,8.58,6.83,53
garibaldi,1965002.0,0.023663488636081174,588.2187120291616,588.2187120291616,294.1093560145808,1,13,nan,nan,nan,nan,27942.80280397709,83039404.3,4.15,1.33,0.06,0.0,0.0,5.800000000000001,14.450000000000001,27.15,33.62,33.269999999999996,29.39,30.35,32.28,32.44,33.1,33.53,34.59,38.97,38.68,29.1,19.32,11.81,9.63,6.96,181
malakoff-rue etienne dolet,1450451.0,0.01746702077437711,487.44283121597095,487.44283121597095,243.72141560798548,1,13,nan,nan,nan,nan,27942.80280397709,83039404.3,2.4,0.8300000000000001,0.09,0.0,0.0,4.32,11.58,27.060000000000002,46.239999999999995,36.69,29.71,30.42,30.47,30.810000000000002,33.32,33.51,34.59,43.1,41.24,28.0,15.65,8.94,6.14,4.88,239
